customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Snapshot_Date
0280-XJGEX,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,4828.900000000001,2024-04-01
5129-JLPIS,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2475.05,2024-04-01
3655-SNQYZ,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7668.65,2024-04-01
8191-XWSZG,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,981.65,2024-04-01
9959-WOFKT,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7168.85,2024-04-01
4190-MFLUW,8,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,417.9500000000001,2024-04-01
4183-MYFRB,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1682.8000000000002,2024-04-01
1680-VDCWW,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,162.64999999999998,2024-04-01
3638-WEABW,56,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3385.3,2024-04-01
6322-HRPFA,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2851.1000000000004,2024-04-01
6865-JZNKO,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1420.0,2024-04-01
6467-CHFZW,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4550.449999999999,2024-04-01
5248-YGIJN,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6188.95,2024-04-01
8773-HHUOZ,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,963.6999999999998,2024-04-01
3841-NFECX,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6574.249999999999,2024-04-01
4929-XIHVW,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,-9.349999999999994,2024-04-01
6827-IEAUQ,25,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1742.15,2024-04-01
6234-RAAPL,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7051.900000000001,2024-04-01
6047-YHPVI,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,177.5,2024-04-01
6572-ADKRS,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3398.7,2024-04-01
5380-WJKOV,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3336.55,2024-04-01
8168-UQWWF,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,909.7,2024-04-01
8865-TNMNX,8,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,376.6,2024-04-01
9489-DEDVP,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4733.950000000001,2024-04-01
9867-JCZSP,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,376.75,2024-04-01
4671-VJLCL,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4701.749999999999,2024-04-01
4080-IIARD,11,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,829.05,2024-04-01
3714-NTNFO,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3737.7,2024-04-01
5948-UJZLF,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,-1.5,2024-04-01
7760-OYPDY,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,-17.150000000000006,2024-04-01
7639-LIAYI,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4058.3,2024-04-01
2954-PIBKO,67,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4125.800000000001,2024-04-01
8012-SOUDQ,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3658.25,2024-04-01
9420-LOJKX,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1228.2000000000005,2024-04-01
6575-SUVOI,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1613.65,2024-04-01
7495-OOKFY,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,472.0,2024-04-01
4667-QONEA,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4306.65,2024-04-01
1658-BYGOY,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Unknown,Yes,Electronic check,95.45,1561.65,2024-04-01
8769-KKTPH,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6111.900000000001,2024-04-01
5067-XJQFU,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,6859.450000000001,2024-04-01
3957-SQXML,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,844.3999999999999,2024-04-01
5954-BDFSG,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7638.7,2024-04-01
0434-CSFON,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4506.1,2024-04-01
1215-FIGMP,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5270.900000000001,2024-04-01
0526-SXDJP,70,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2877.8,2024-04-01
0557-ASKVU,16,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,848.3000000000001,2024-04-01
5698-BQJOH,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,668.45,2024-04-01
5122-CYFXA,1,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,93.5,2024-04-01
8627-ZYGSZ,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3492.55,2024-04-01
3410-YOQBQ,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2338.8,2024-04-01
3170-NMYVV,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,890.6,2024-04-01
7410-OIEDU,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,727.65,2024-04-01
0731-EBJQB,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1049.85,2024-04-01
1891-QRQSA,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,6875.799999999999,2024-04-01
8028-PNXHQ,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1376.1,2024-04-01
5630-AHZIL,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,48.400000000000006,2024-04-01
2673-CXQEU,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,5918.5,2024-04-01
6416-JNVRK,44,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2577.55,2024-04-01
5590-ZSKRV,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,372.9500000000001,2024-04-01
0191-ZHSKZ,28,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,1961.8,2024-04-01
3887-PBQAO,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1164.7999999999995,2024-04-01
8108-UXRQN,9,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,464.25000000000006,2024-04-01
9191-MYQKX,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,346.6,2024-04-01
9919-YLNNG,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4119.9,2024-04-01
0318-ZOPWS,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,933.05,2024-04-01
4445-ZJNMU,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,720.1500000000001,2024-04-01
4808-YNLEU,33,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2091.15,2024-04-01
1862-QRWPE,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1015.7,2024-04-01
2796-NNUFI,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,887.1999999999999,2024-04-01
3016-KSVCP,27,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,941.75,2024-04-01
4767-HZZHQ,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2406.0999999999995,2024-04-01
7233-PAHHL,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5546.25,2024-04-01
6067-NGCEU,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,6884.9,2024-04-01
9848-JQJTX,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7257.250000000001,2024-04-01
8637-XJIVR,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,769.4499999999999,2024-04-01
9803-FTJCG,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4614.999999999999,2024-04-01
0278-YXOOG,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,71.75,2024-04-01
3212-KXOCR,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1065.2,2024-04-01
4598-XLKNJ,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2317.5,2024-04-01
7123-WQUHX,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3415.6,2024-04-01
5386-THSLQ,64,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,2936.15,2024-04-01
3192-NQECA,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7391.85,2024-04-01
6180-YBIQI,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,51.60000000000001,2024-04-01
6728-DKUCO,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7094.750000000001,2024-04-01
9750-BOOHV,30,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,867.35,2024-04-01
8597-CWYHH,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3732.6,2024-04-01
2848-YXSMW,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1324.4499999999998,2024-04-01
0486-HECZI,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5045.4,2024-04-01
4549-ZDQYY,50,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,2926.3500000000004,2024-04-01
5712-AHQNN,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3770.8,2024-04-01
4846-WHAFZ,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2715.15,2024-04-01
5256-SKJGO,62,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3314.3,2024-04-01
3071-VBYPO,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,68.70000000000002,2024-04-01
9560-BBZXK,34,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1064.25,2024-04-01
5299-RULOA,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,864.1500000000001,2024-04-01
8402-OOOHJ,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,793.85,2024-04-01
9445-ZUEQE,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,1981.2,2024-04-01
1091-SOZGA,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5315.849999999999,2024-04-01
2928-HLDBA,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,71.35,2024-04-01
0404-SWRVG,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,80.75,2024-04-01
6497-TILVL,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,248.95000000000005,2024-04-01
7219-TLZHO,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,21.2,2024-04-01
4622-YNKIJ,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,2849.7500000000005,2024-04-01
4412-YLTKF,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,1979.4,2024-04-01
6734-PSBAW,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1676.85,2024-04-01
2639-UGMAZ,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3872.45,2024-04-01
2876-GZYZC,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1043.75,2024-04-01
6207-WIOLX,23,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1385.4500000000005,2024-04-01
8587-XYZSF,65,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3158.9999999999995,2024-04-01
2372-HWUHI,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,-7.450000000000003,2024-04-01
7799-LGRDP,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1136.8,2024-04-01
7850-VWJUU,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1628.5,2024-04-01
3774-VBNXY,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1237.35,2024-04-01
6217-KDYWC,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1131.35,2024-04-01
3146-MSEGF,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6249.549999999999,2024-04-01
4080-OGPJL,6,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,421.35,2024-04-01
1095-WGNGG,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5769.15,2024-04-01
2636-SJDOU,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5120.45,2024-04-01
1131-QQZEB,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1708.3,2024-04-01
5716-EZXZN,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6218.599999999999,2024-04-01
6837-BJYDQ,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,22.15,2024-04-01
6440-DKQGE,28,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1800.95,2024-04-01
3466-BYAVD,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,932.4,2024-04-01
3780-YVMFA,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,427.25,2024-04-01
3874-EQOEP,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,465.5,2024-04-01
1679-JRFBR,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7714.250000000001,2024-04-01
9073-ZZIAY,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5043.049999999999,2024-04-01
3077-RSNTJ,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,74.1,2024-04-01
6551-GNYDG,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,991.0,2024-04-01
9167-APMXZ,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1653.65,2024-04-01
2749-CTKAJ,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,379.6,2024-04-01
6371-NZYEG,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,895.5,2024-04-01
7554-NEWDD,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,200.2,2024-04-01
8992-VONJD,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,652.55,2024-04-01
0867-MKZVY,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1427.5499999999995,2024-04-01
4482-EWFMI,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,-4.200000000000017,2024-04-01
4648-YPBTM,51,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3810.45,2024-04-01
2907-ILJBN,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,192.7,2024-04-01
6345-FZOQH,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1323.65,2024-04-01
3376-BMGFE,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,131.2,2024-04-01
5997-OPVFA,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6076.349999999999,2024-04-01
3445-HXXGF,56,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2560.5999999999995,2024-04-01
1159-WFSGR,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,280.6,2024-04-01
7654-YWJUF,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3370.75,2024-04-01
1875-QIVME,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,34.0,2024-04-01
6727-IOTLZ,12,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1017.85,2024-04-01
0691-JVSYA,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,4810.499999999999,2024-04-01
5918-VUKWP,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,613.45,2024-04-01
1744-JHKYS,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,730.8,2024-04-01
2656-FMOKZ,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,996.8,2024-04-01
2070-FNEXE,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,350.70000000000005,2024-04-01
5947-SGKCL,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1348.5500000000002,2024-04-01
3712-PKXZA,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1210.9,2024-04-01
9367-WXLCH,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,493.65,2024-04-01
5524-KHNJP,31,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2303.8,2024-04-01
1918-ZBFQJ,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,953.15,2024-04-01
4827-USJHP,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,920.25,2024-04-01
8167-GJLRN,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,21.35000000000001,2024-04-01
0956-SYCWG,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,205.5,2024-04-01
8017-UVSZU,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2265.9,2024-04-01
7100-FQPRV,41,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3029.55,2024-04-01
2472-OVKUP,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,349.0,2024-04-01
2984-RGEYA,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1335.9,2024-04-01
9680-NIAUV,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,7909.900000000001,2024-04-01
2146-EGVDT,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1154.1,2024-04-01
2604-IJPDU,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1708.5500000000002,2024-04-01
9178-JHUVJ,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,539.1999999999999,2024-04-01
6168-YBYNP,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6297.049999999999,2024-04-01
