customerID,Churn,Snapshot_Date
4549-ZDQYY,No,2024-07-01
5712-AHQNN,No,2024-07-01
5256-SKJGO,No,2024-07-01
3071-VBYPO,No,2024-07-01
9560-BBZXK,No,2024-07-01
8402-OOOHJ,No,2024-07-01
9445-ZUEQE,No,2024-07-01
1091-SOZGA,No,2024-07-01
2928-HLDBA,No,2024-07-01
6497-TILVL,No,2024-07-01
7219-TLZHO,No,2024-07-01
4622-YNKIJ,No,2024-07-01
6734-PSBAW,No,2024-07-01
3930-ZGWVE,No,2024-07-01
2639-UGMAZ,No,2024-07-01
2876-GZYZC,No,2024-07-01
8587-XYZSF,No,2024-07-01
7799-LGRDP,No,2024-07-01
7850-VWJUU,No,2024-07-01
3774-VBNXY,No,2024-07-01
6217-KDYWC,No,2024-07-01
3146-MSEGF,No,2024-07-01
1095-WGNGG,No,2024-07-01
2636-SJDOU,No,2024-07-01
1131-QQZEB,No,2024-07-01
5716-EZXZN,No,2024-07-01
6837-BJYDQ,No,2024-07-01
6440-DKQGE,No,2024-07-01
3466-BYAVD,No,2024-07-01
3780-YVMFA,No,2024-07-01
1679-JRFBR,No,2024-07-01
9073-ZZIAY,No,2024-07-01
3077-RSNTJ,No,2024-07-01
6551-GNYDG,No,2024-07-01
9167-APMXZ,No,2024-07-01
2749-CTKAJ,No,2024-07-01
6371-NZYEG,No,2024-07-01
7554-NEWDD,No,2024-07-01
8992-VONJD,No,2024-07-01
4482-EWFMI,No,2024-07-01
4648-YPBTM,No,2024-07-01
2907-ILJBN,No,2024-07-01
6345-FZOQH,No,2024-07-01
5997-OPVFA,No,2024-07-01
1159-WFSGR,No,2024-07-01
7654-YWJUF,No,2024-07-01
6727-IOTLZ,No,2024-07-01
5918-VUKWP,No,2024-07-01
1744-JHKYS,No,2024-07-01
5947-SGKCL,No,2024-07-01
3712-PKXZA,No,2024-07-01
6582-OIVSP,No,2024-07-01
5524-KHNJP,No,2024-07-01
4827-USJHP,No,2024-07-01
8167-GJLRN,No,2024-07-01
0956-SYCWG,No,2024-07-01
8017-UVSZU,No,2024-07-01
7100-FQPRV,No,2024-07-01
2984-RGEYA,No,2024-07-01
9680-NIAUV,No,2024-07-01
2146-EGVDT,No,2024-07-01
2604-IJPDU,No,2024-07-01
9178-JHUVJ,No,2024-07-01
6168-YBYNP,No,2024-07-01
7255-SSFBC,No,2024-07-01
3645-DEYGF,No,2024-07-01
9323-HGFWY,No,2024-07-01
8544-GOQSH,No,2024-07-01
3363-DTIVD,No,2024-07-01
7018-WBJNK,No,2024-07-01
9142-KZXOP,No,2024-07-01
7674-YTAFD,No,2024-07-01
6348-SNFUS,No,2024-07-01
1347-KTTTA,No,2024-07-01
4195-NZGTA,No,2024-07-01
7157-SMCFK,No,2024-07-01
4709-LKHYG,No,2024-07-01
2504-DSHIH,No,2024-07-01
0699-NDKJM,No,2024-07-01
9286-BHDQG,No,2024-07-01
0230-WEQUW,No,2024-07-01
2040-LDIWQ,No,2024-07-01
6496-JDSSB,No,2024-07-01
4443-EMBNA,No,2024-07-01
6469-MRVET,No,2024-07-01
5961-VUSRV,No,2024-07-01
6778-JFCMK,No,2024-07-01
6341-JVQGF,No,2024-07-01
4811-JBUVU,No,2024-07-01
0945-TSONX,No,2024-07-01
2651-ZCBXV,No,2024-07-01
3316-UWXUY,No,2024-07-01
7083-MIOPC,No,2024-07-01
1984-GPTEH,No,2024-07-01
0621-JFHOL,No,2024-07-01
9903-LYSAB,No,2024-07-01
9227-UAQFT,No,2024-07-01
7301-ABVAD,No,2024-07-01
6614-FHDBO,No,2024-07-01
7576-ASEJU,No,2024-07-01
9058-HRZSV,No,2024-07-01
4522-AKYLR,No,2024-07-01
0221-WMXNQ,No,2024-07-01
0303-UNCIP,No,2024-07-01
0959-WHOKV,No,2024-07-01
4075-JFPGR,No,2024-07-01
3282-ZISZV,No,2024-07-01
3675-YDUPJ,No,2024-07-01
4111-BNXIF,No,2024-07-01
7017-VFHAY,No,2024-07-01
6655-LHBYW,No,2024-07-01
5046-NUHWD,No,2024-07-01
7529-ZDFXI,No,2024-07-01
7605-BDWDC,No,2024-07-01
1950-KSVVJ,No,2024-07-01
0123-CRBRT,No,2024-07-01
6292-TOSSS,No,2024-07-01
3197-ARFOY,No,2024-07-01
7014-ZZXAW,No,2024-07-01
7633-MVPUY,No,2024-07-01
4716-HHKQH,No,2024-07-01
3179-GBRWV,No,2024-07-01
8645-KWHJO,No,2024-07-01
4130-MZLCC,No,2024-07-01
0314-TKOSI,No,2024-07-01
8229-MYEJZ,No,2024-07-01
2080-SRCDE,No,2024-07-01
9577-WJVCQ,No,2024-07-01
6202-DYYFX,No,2024-07-01
3808-HFKDE,No,2024-07-01
3727-OWVYD,No,2024-07-01
2294-SALNE,No,2024-07-01
4847-TAJYI,No,2024-07-01
1563-IWQEX,No,2024-07-01
8203-XJZRC,No,2024-07-01
6556-DBKZF,No,2024-07-01
6851-WEFYX,No,2024-07-01
2985-JUUBZ,No,2024-07-01
0895-LMRSF,No,2024-07-01
8266-VBFQL,No,2024-07-01
8181-YHCMF,No,2024-07-01
2240-HSJQD,No,2024-07-01
1248-DYXUB,No,2024-07-01
4115-BNPJY,No,2024-07-01
3167-SNQPL,No,2024-07-01
4091-TVOCN,Yes,2024-07-01
1098-TDVUQ,No,2024-07-01
7277-OZCGZ,No,2024-07-01
1557-EMYVT,No,2024-07-01
2799-ARNLO,No,2024-07-01
5027-YOCXN,No,2024-07-01
3973-SKMLN,No,2024-07-01
6745-JEFZB,No,2024-07-01
9880-TDQAC,No,2024-07-01
8705-WZCYL,No,2024-07-01
7102-JJVTX,No,2024-07-01
8626-PTQGE,No,2024-07-01
4983-CLMLV,No,2024-07-01
5701-YVSVF,No,2024-07-01
5697-GOMBF,No,2024-07-01
2739-CACDQ,No,2024-07-01
9385-EHGDO,No,2024-07-01
9498-FIMXL,No,2024-07-01
2379-GYFLQ,No,2024-07-01
2088-IEBAU,No,2024-07-01
7982-VCELR,No,2024-07-01
6035-BXTTY,No,2024-07-01
6885-PKOAM,No,2024-07-01
7520-HQWJU,No,2024-07-01
9639-BUJXT,No,2024-07-01
5924-SNGKP,No,2024-07-01
0021-IKXGC,No,2024-07-01
8966-SNIZF,No,2024-07-01
6243-OZGFH,No,2024-07-01
4654-DLAMQ,No,2024-07-01
0513-RBGPE,No,2024-07-01
5160-UXJED,No,2024-07-01
4115-NZRKS,No,2024-07-01
3351-NGXYI,No,2024-07-01
8984-EYLLL,No,2024-07-01
9833-TGFHX,No,2024-07-01
9294-TDIPC,No,2024-07-01
5229-DTFYB,No,2024-07-01
0104-PPXDV,No,2024-07-01
5176-LMJXE,No,2024-07-01
3583-KRKMD,No,2024-07-01
9069-LGEUL,No,2024-07-01
7302-ZHMHP,No,2024-07-01
9571-EDEBV,No,2024-07-01
3520-FJGCV,No,2024-07-01
6563-VRERX,No,2024-07-01
6122-EFVKN,No,2024-07-01
2805-EDJPQ,No,2024-07-01
6862-CQUMB,No,2024-07-01
7156-MXBJE,Yes,2024-07-01
6158-HDPXZ,No,2024-07-01
2863-IMQDR,No,2024-07-01
5686-CMAWK,No,2024-07-01
5651-CRHKQ,No,2024-07-01
8204-YJCLA,No,2024-07-01
6583-SZVGP,No,2024-07-01
1708-PBBOA,No,2024-07-01
8782-LKFPK,No,2024-07-01
5522-JBWMO,No,2024-07-01
3597-MVHJT,No,2024-07-01
9774-NRNAU,Yes,2024-07-01
0224-RLWWD,No,2024-07-01
9967-ATRFS,No,2024-07-01
3951-NJCVI,No,2024-07-01
2977-CEBSX,No,2024-07-01
0177-PXBAT,No,2024-07-01
2519-ERQOJ,No,2024-07-01
5876-QMYLD,Yes,2024-07-01
2277-AXSDC,No,2024-07-01
9442-JTWDL,No,2024-07-01
3067-SVMTC,No,2024-07-01
5495-GPSRW,No,2024-07-01
7606-BPHHN,No,2024-07-01
4742-DRORA,No,2024-07-01
0111-KLBQG,No,2024-07-01
4163-NCJAK,No,2024-07-01
5233-AOZUF,No,2024-07-01
5973-EJGDP,No,2024-07-01
1996-DBMUS,No,2024-07-01
7916-VCCPB,No,2024-07-01
4686-GEFRM,No,2024-07-01
5249-QYHEX,No,2024-07-01
2233-FAGXV,No,2024-07-01
5605-IYGFG,No,2024-07-01
7663-ZTEGJ,No,2024-07-01
3935-TBRZZ,No,2024-07-01
8111-BKVDS,No,2024-07-01
2055-SIFSS,No,2024-07-01
2806-MLNTI,No,2024-07-01
8734-DKSTZ,Yes,2024-07-01
4360-PNRQB,No,2024-07-01
6152-ONASV,No,2024-07-01
7781-HVGMK,No,2024-07-01
2181-UAESM,No,2024-07-01
6048-NJXHX,No,2024-07-01
2320-SLKMB,No,2024-07-01
4980-URKXC,No,2024-07-01
4376-KFVRS,No,2024-07-01
5886-VLQVU,No,2024-07-01
3577-AMVUX,No,2024-07-01
0771-WLCLA,No,2024-07-01
5628-RKIFK,No,2024-07-01
0206-TBWLC,No,2024-07-01
2937-FTHUR,No,2024-07-01
1910-FMXJM,No,2024-07-01
0732-OCQOC,No,2024-07-01
5168-MSWXT,No,2024-07-01
1090-ESELR,No,2024-07-01
8592-PLTMQ,No,2024-07-01
5760-WRAHC,No,2024-07-01
8847-GEOOQ,No,2024-07-01
4785-FCIFB,No,2024-07-01
8313-NDOIA,No,2024-07-01
5149-CUZUJ,No,2024-07-01
0942-KOWSM,No,2024-07-01
4237-CLSMM,No,2024-07-01
1452-VOQCH,Yes,2024-07-01
4719-UMSIY,No,2024-07-01
6614-VBEGU,No,2024-07-01
1480-BKXGA,No,2024-07-01
2996-XAUVF,No,2024-07-01
9076-AXYIK,No,2024-07-01
5968-XQIVE,No,2024-07-01
8896-RAZCR,No,2024-07-01
4933-IKULF,No,2024-07-01
1304-BCCFO,No,2024-07-01
4104-PVRPS,No,2024-07-01
3780-DDGSE,No,2024-07-01
4431-EDMIQ,No,2024-07-01
0486-LGCCH,No,2024-07-01
4612-SSVHJ,No,2024-07-01
5168-MQQCA,No,2024-07-01
7971-HLVXI,No,2024-07-01
9094-AZPHK,No,2024-07-01
3649-JPUGY,No,2024-07-01
4472-LVYGI,No,2024-07-01
3552-CTCYF,No,2024-07-01
6778-YSNIH,No,2024-07-01
5756-OZRIO,No,2024-07-01
6579-JPICP,No,2024-07-01
4134-BSXLX,No,2024-07-01
0505-SPOOW,No,2024-07-01
4374-YMUSQ,No,2024-07-01
4513-CXYIX,Yes,2024-07-01
3957-HHLMR,No,2024-07-01
7803-XOCCZ,No,2024-07-01
5736-YEJAX,No,2024-07-01
8981-FJGLA,No,2024-07-01
1135-LMECX,No,2024-07-01
4332-MUOEZ,No,2024-07-01
8535-SFUTN,No,2024-07-01
8677-HDZEE,Yes,2024-07-01
2475-MROZF,No,2024-07-01
3482-ABPKK,No,2024-07-01
6705-LXORM,No,2024-07-01
7531-GQHME,No,2024-07-01
5174-ITUMV,No,2024-07-01
4109-CYRBD,No,2024-07-01
0913-XWSCN,No,2024-07-01
0750-EBAIU,No,2024-07-01
8606-CIQUL,No,2024-07-01
3571-DPYUH,No,2024-07-01
7601-GNDYK,No,2024-07-01
0356-OBMAC,No,2024-07-01
8067-NIOYM,No,2024-07-01
1403-GYAFU,No,2024-07-01
4234-XTNEA,No,2024-07-01
1297-VQDRP,No,2024-07-01
5348-CAGXB,No,2024-07-01
0621-HJWXJ,No,2024-07-01
5844-QVTAT,No,2024-07-01
8905-IAZPF,No,2024-07-01
5394-MEITZ,No,2024-07-01
6859-QNXIQ,No,2024-07-01
2782-LFZVW,No,2024-07-01
2866-IKBTM,No,2024-07-01
7129-AZJDE,No,2024-07-01
2560-PPCHE,No,2024-07-01
4676-MQUEA,No,2024-07-01
8138-EALND,No,2024-07-01
3580-HYCSP,No,2024-07-01
1352-HNSAW,No,2024-07-01
2075-PUEPR,No,2024-07-01
1982-FEBTD,No,2024-07-01
5791-KAJFD,No,2024-07-01
2654-VBVPB,No,2024-07-01
1154-HYWWO,No,2024-07-01
2501-XWWTZ,No,2024-07-01
3716-UVSPD,No,2024-07-01
6815-ABQFQ,No,2024-07-01
7343-EOBEU,No,2024-07-01
3701-SFMUH,No,2024-07-01
6103-LIANB,Yes,2024-07-01
7319-VENRZ,No,2024-07-01
5846-NEQVZ,No,2024-07-01
6967-QIQRV,No,2024-07-01
5781-RFZRP,No,2024-07-01
0308-IVGOK,No,2024-07-01
7293-LSCDV,No,2024-07-01
7025-WCBNE,No,2024-07-01
5756-JYOJT,No,2024-07-01
6030-REHUX,No,2024-07-01
9548-LIGTA,No,2024-07-01
5150-LJNSR,No,2024-07-01
8270-RKSAP,No,2024-07-01
6522-YRBXD,No,2024-07-01
2640-LYMOV,No,2024-07-01
1423-BMPBQ,No,2024-07-01
2393-DIVAI,No,2024-07-01
4568-KNYWR,Yes,2024-07-01
8752-IMQOS,No,2024-07-01
0742-LAFQK,No,2024-07-01
0795-LAFGP,No,2024-07-01
0619-OLYUR,No,2024-07-01
5512-IDZEI,No,2024-07-01
0459-SPZHJ,No,2024-07-01
0215-BQKGS,No,2024-07-01
9244-ZVAPM,No,2024-07-01
8208-EUMTE,No,2024-07-01
5172-MIGPM,No,2024-07-01
1710-RCXUS,No,2024-07-01
0374-FIUCA,No,2024-07-01
5839-SUYVZ,No,2024-07-01
5173-ZXXXL,No,2024-07-01
1096-ADRUX,No,2024-07-01
2001-MCUUW,No,2024-07-01
2731-GJRDG,No,2024-07-01
4723-BEGSG,No,2024-07-01
6516-NKQBO,No,2024-07-01
8672-OAUPW,No,2024-07-01
8207-DMRVL,No,2024-07-01
2804-ETQDK,No,2024-07-01
6689-VRRTK,No,2024-07-01
7138-GIRSH,No,2024-07-01
9396-ZSFLL,No,2024-07-01
6464-KEXXH,Yes,2024-07-01
7134-MJPDY,No,2024-07-01
5240-CAOYT,No,2024-07-01
4059-IIEBK,No,2024-07-01
4881-JVQOD,No,2024-07-01
0516-UXRMT,No,2024-07-01
4851-BQDNX,No,2024-07-01
5148-HKFIR,No,2024-07-01
3003-CMDUU,No,2024-07-01
5016-IBERQ,No,2024-07-01
6797-UCJHZ,No,2024-07-01
2469-DTSGX,No,2024-07-01
9931-KGHOA,No,2024-07-01
1775-KWJKQ,No,2024-07-01
7665-VIGUD,No,2024-07-01
9411-TPQQV,No,2024-07-01
7954-MLBUN,No,2024-07-01
2077-DDHJK,No,2024-07-01
9574-BOSMD,No,2024-07-01
4908-XAXAY,No,2024-07-01
8404-VLQFB,No,2024-07-01
2391-IPLOP,No,2024-07-01
3509-GWQGF,No,2024-07-01
5845-BZZIB,No,2024-07-01
1140-UKVZG,No,2024-07-01
5183-SNMJQ,No,2024-07-01
8100-PNJMH,No,2024-07-01
7838-LAZFO,No,2024-07-01
2085-JVGAD,No,2024-07-01
8095-WANWK,No,2024-07-01
3030-ZKIWL,No,2024-07-01
9565-FLVCG,No,2024-07-01
8755-OGKNA,No,2024-07-01
2800-VEQXM,No,2024-07-01
5533-RJFTJ,No,2024-07-01
0214-JHPFW,No,2024-07-01
5642-MHDQT,No,2024-07-01
3088-FVYWK,No,2024-07-01
9092-GDZKO,No,2024-07-01
3729-OWRVL,No,2024-07-01
2324-AALNO,No,2024-07-01
5760-IFJOZ,No,2024-07-01
2826-UWHIS,No,2024-07-01
7501-IWUNG,No,2024-07-01
4957-TREIR,No,2024-07-01
7251-LJBQN,No,2024-07-01
8040-MNRTF,No,2024-07-01
1536-HBSWP,No,2024-07-01
5313-FPXWG,No,2024-07-01
0946-FKYTX,No,2024-07-01
5076-YVXCM,No,2024-07-01
8262-COGGB,No,2024-07-01
6663-JOCQO,No,2024-07-01
9620-QJREV,No,2024-07-01
2682-KEVRP,No,2024-07-01
2480-JZOSN,No,2024-07-01
0078-XZMHT,No,2024-07-01
9978-HYCIN,No,2024-07-01
8338-QIUNR,No,2024-07-01
1525-LNLOJ,No,2024-07-01
9450-TRJUU,No,2024-07-01
1766-GKNMI,No,2024-07-01
6942-LBFDP,No,2024-07-01
1456-TWCGB,No,2024-07-01
7596-ZYWBB,No,2024-07-01
8329-UTMVM,No,2024-07-01
3014-WJKSM,No,2024-07-01
3347-YJZZE,No,2024-07-01
7929-DMBCV,No,2024-07-01
9661-JALZV,Yes,2024-07-01
5433-KYGHE,No,2024-07-01
4312-KFRXN,No,2024-07-01
5575-TPIZQ,No,2024-07-01
0114-IGABW,Yes,2024-07-01
9944-AEXBM,No,2024-07-01
1853-ARAAQ,No,2024-07-01
6952-OMNWB,No,2024-07-01
4697-LUPSU,No,2024-07-01
8434-VGEQQ,No,2024-07-01
6549-YMFAW,No,2024-07-01
4950-HKQTE,No,2024-07-01
6786-OBWQR,No,2024-07-01
2753-JMMCV,No,2024-07-01
6621-YOBKI,No,2024-07-01
1216-JWVUX,No,2024-07-01
7564-GHCVB,No,2024-07-01
1173-NOEYG,No,2024-07-01
7595-EHCDL,No,2024-07-01
6647-ZEDXT,No,2024-07-01
2521-NPUZR,No,2024-07-01
1307-TVUFB,No,2024-07-01
7503-MIOGA,No,2024-07-01
4381-MHQDC,No,2024-07-01
6923-JHPMP,No,2024-07-01
4018-PPNDW,No,2024-07-01
1635-FJFCC,No,2024-07-01
2499-AJYUA,No,2024-07-01
6919-ELBGL,No,2024-07-01
3966-HRMZA,No,2024-07-01
6425-JWTDV,No,2024-07-01
8405-IGQFX,No,2024-07-01
8224-IVVPA,No,2024-07-01
9477-LGWQI,No,2024-07-01
1410-RSCMR,No,2024-07-01
3115-CZMZD,No,2024-07-01
0139-IVFJG,No,2024-07-01
5730-DBDSI,No,2024-07-01
0030-FNXPP,No,2024-07-01
5684-FJVYR,No,2024-07-01
4013-GUXND,No,2024-07-01
1266-NZYUI,No,2024-07-01
7969-FFOWG,Yes,2024-07-01
4718-DHSMV,No,2024-07-01
5175-WLYXL,No,2024-07-01
7817-OMJNA,No,2024-07-01
8728-SKJLR,No,2024-07-01
3137-NYQQI,No,2024-07-01
7706-DZNKK,No,2024-07-01
8823-RLPWL,No,2024-07-01
9505-SQFSW,No,2024-07-01
3758-CKOQL,No,2024-07-01
5676-CFLYY,No,2024-07-01
7521-AFHAB,No,2024-07-01
0285-INHLN,No,2024-07-01
5125-CNDSP,No,2024-07-01
4992-LTJNE,No,2024-07-01
2202-OUTMO,No,2024-07-01
0810-BDHAW,No,2024-07-01
0229-LFJAF,No,2024-07-01
7131-ZQZNK,No,2024-07-01
3442-ZHHCC,No,2024-07-01
5726-CVNYA,No,2024-07-01
9871-ELEYA,No,2024-07-01
4257-GAESD,No,2024-07-01
5173-WXOQV,No,2024-07-01
2040-OBMLJ,No,2024-07-01
6286-ZHAOK,No,2024-07-01
3807-XHCJH,No,2024-07-01
5671-RQRLP,No,2024-07-01
8859-AXJZP,No,2024-07-01
3174-AKMAS,No,2024-07-01
9926-PJHDQ,No,2024-07-01
7382-DFJTU,No,2024-07-01
2798-NYLMZ,No,2024-07-01
8098-TDCBU,No,2024-07-01
3551-GAEGL,No,2024-07-01
4785-NKHCX,Yes,2024-07-01
3196-NVXLZ,No,2024-07-01
0036-IHMOT,No,2024-07-01
4178-EGMON,No,2024-07-01
4220-TINQT,No,2024-07-01
5318-YKDPV,No,2024-07-01
7975-TZMLR,No,2024-07-01
0295-QVKPB,No,2024-07-01
4335-BSMJS,No,2024-07-01
9146-JRIOX,No,2024-07-01
5337-IIWKZ,No,2024-07-01
9650-VBUOG,No,2024-07-01
3487-EARAT,No,2024-07-01
2672-TGEFF,No,2024-07-01
4250-WAROZ,No,2024-07-01
8184-WMOFI,No,2024-07-01
6092-QZVPP,No,2024-07-01
4625-LAMOB,No,2024-07-01
0392-BZIUW,No,2024-07-01
6549-NNDYT,No,2024-07-01
0422-OHQHQ,No,2024-07-01
6916-HIJSE,No,2024-07-01
2316-ESMLS,No,2024-07-01
9778-OGKQZ,No,2024-07-01
7408-OFWXJ,No,2024-07-01
6007-TCTST,No,2024-07-01
2252-NKNSI,No,2024-07-01
8713-IGZSO,No,2024-07-01
7905-TVXTA,No,2024-07-01
7695-PKLCZ,No,2024-07-01
8374-UULRV,No,2024-07-01
3224-DFQNQ,No,2024-07-01
5275-PMFUT,No,2024-07-01
4795-UXVCJ,No,2024-07-01
9777-IQHWP,No,2024-07-01
0979-MOZQI,No,2024-07-01
2732-ISEZX,No,2024-07-01
0323-XWWTN,No,2024-07-01
1937-OTUKY,No,2024-07-01
1573-LGXBA,No,2024-07-01
1764-VUUMT,No,2024-07-01
4713-ZBURT,No,2024-07-01
3050-GBUSH,No,2024-07-01
7876-AEHIG,No,2024-07-01
7945-HLKEA,Yes,2024-07-01
9342-VNIMQ,No,2024-07-01
3523-BRGUW,No,2024-07-01
3199-NPKCN,No,2024-07-01
5170-PTRKA,No,2024-07-01
4661-NJEUX,No,2024-07-01
2123-AGEEN,No,2024-07-01
1258-YMZNM,No,2024-07-01
0048-LUMLS,No,2024-07-01
5898-IGSLP,No,2024-07-01
6259-WJQLC,No,2024-07-01
7997-EASSD,No,2024-07-01
0730-KOAVE,No,2024-07-01
8975-SKGRX,No,2024-07-01
0678-RLHVP,No,2024-07-01
2267-FPIMA,No,2024-07-01
1051-GEJLJ,No,2024-07-01
5285-MVEHD,No,2024-07-01
0379-DJQHR,No,2024-07-01
5543-QDCRY,No,2024-07-01
0297-RBCSG,No,2024-07-01
4694-PHWFW,No,2024-07-01
0835-JKADZ,No,2024-07-01
7508-SMHXL,No,2024-07-01
3865-YIOTT,No,2024-07-01
5993-BQHEA,No,2024-07-01
6024-RUGGH,No,2024-07-01
3956-CJUST,No,2024-07-01
4079-WWQQQ,No,2024-07-01
6103-BOCOU,No,2024-07-01
5149-TGWDZ,No,2024-07-01
7471-WNSUF,No,2024-07-01
8942-DBMHZ,No,2024-07-01
4301-VVZKA,No,2024-07-01
9199-PWQVC,No,2024-07-01
4824-GUCBY,No,2024-07-01
5393-HJZSM,No,2024-07-01
0862-PRCBS,No,2024-07-01
8812-ZRHFP,No,2024-07-01
5146-CBVOE,No,2024-07-01
0454-OKRCT,No,2024-07-01
5787-KXGIY,Yes,2024-07-01
4198-VFOEA,No,2024-07-01
6630-UJZMY,No,2024-07-01
5709-LVOEQ,No,2024-07-01
2692-AQCPF,No,2024-07-01
0347-UBKUZ,No,2024-07-01
0835-DUUIQ,No,2024-07-01
0811-GSDTP,No,2024-07-01
7567-ECMCM,No,2024-07-01
6115-ZTBFQ,No,2024-07-01
6353-BRMMA,No,2024-07-01
6231-WFGFH,No,2024-07-01
9904-EHEVJ,No,2024-07-01
6169-PPETC,No,2024-07-01
8584-KMVXD,No,2024-07-01
8467-WYNSR,No,2024-07-01
0851-DFJKB,No,2024-07-01
5382-SOYZL,No,2024-07-01
3261-CQXOL,No,2024-07-01
8388-FYNPZ,No,2024-07-01
4002-BQWPQ,No,2024-07-01
5651-YLPRD,No,2024-07-01
2826-DXLQO,No,2024-07-01
4378-BZYFP,No,2024-07-01
9489-UTFKA,No,2024-07-01
4849-PYRLQ,No,2024-07-01
7764-BDPEE,No,2024-07-01
3429-IFLEM,No,2024-07-01
5002-GCQFH,Yes,2024-07-01
0556-FJEGU,No,2024-07-01
0604-THJFP,No,2024-07-01
5879-SESNB,No,2024-07-01
6461-PPAXN,No,2024-07-01
3318-ISQFQ,No,2024-07-01
1106-HRLKZ,No,2024-07-01
2483-XSSMZ,No,2024-07-01
8165-ZJRNM,No,2024-07-01
2604-XVDAM,No,2024-07-01
3717-OFRTN,No,2024-07-01
9046-JBFWA,No,2024-07-01
3280-NMUVX,No,2024-07-01
1206-EHBDD,No,2024-07-01
8361-LBRDI,No,2024-07-01
4883-KCPZJ,No,2024-07-01
9108-EQPNQ,No,2024-07-01
7277-KAMWT,No,2024-07-01
2545-LXYVJ,No,2024-07-01
3234-VKACU,No,2024-07-01
8120-JDCAM,No,2024-07-01
8917-FAEMR,No,2024-07-01
7047-YXDMZ,No,2024-07-01
2858-EIMXH,No,2024-07-01
6419-ZTTLE,No,2024-07-01
0929-HYQEW,No,2024-07-01
6614-YOLAC,No,2024-07-01
7426-RHZGU,No,2024-07-01
4065-JJAVA,No,2024-07-01
7649-SIJJF,No,2024-07-01
9361-YNQWJ,No,2024-07-01
3748-FVMZZ,No,2024-07-01
9391-TTOYH,No,2024-07-01
1452-XRSJV,No,2024-07-01
3422-WJOYD,No,2024-07-01
8242-SOQUO,No,2024-07-01
7460-ITWWP,No,2024-07-01
7147-AYBAA,No,2024-07-01
7868-TMWMZ,No,2024-07-01
6732-FZUGP,No,2024-07-01
8329-GWVPJ,No,2024-07-01
1352-VHKAJ,No,2024-07-01
2632-TACXW,No,2024-07-01
8146-QQKZH,No,2024-07-01
1767-CJKBA,No,2024-07-01
